,year,month,day,total_fee,total_received_satoshi,total_sent_satoshi,mean_fee_satoshi,mean_feeUSD,mean_fee_for100,nb_transactions,nb_payments,mean_nb_inputs,mean_nb_outputs,nb_mining,total_mining_satoshi,newly_created_coins,self_spent_satoshi,total_received,volume_without_self
2016-12-08,2016,12,8,9825618635,144853539476633,144656039476633,34060.318968236636,26146718.642612476,1.1314026446021752,288477,667664,2.23285391902994,2.314444479109253,158,207325618635,197500000000,5010193981908,144853539476633,139843345494725
2016-12-09,2016,12,9,9654570697,152744998318294,152576248318294,35764.424750601036,27606643.11550641,1.2654273548494872,269949,626646,2.2188931983448725,2.3213495882555595,135,178404570697,168750000000,8363182799710,152744998318294,144381815518584
2016-12-10,2016,12,10,8361647924,112866445879479,112710195879479,34594.578178267635,26827214.838892367,1.4879142150997184,241704,569864,2.245080759937775,2.3576937080064875,125,164611647924,156250000000,6296670116059,112866445879479,106569775763420
2016-12-11,2016,12,11,7860574490,109168040630166,108934290630166,33447.829837028214,25771424.363908235,1.6524362493846716,235010,603692,2.7099527679673203,2.5687928173269223,187,241610574490,233750000000,11014283329915,109168040630166,98153757300251
2016-12-12,2016,12,12,9030948435,164526829777040,164328079777040,34820.262396909304,27107803.81547256,1.3248596756580338,259359,626667,2.2602030390308414,2.416214590586793,159,207780948435,198750000000,10217485741007,164526829777040,154309344036033
2016-12-13,2016,12,13,9945604445,159252619942966,159030119942966,33649.23839603204,26210423.404253844,1.3021747471506258,295567,676895,2.334002104429791,2.2901575615681047,178,232445604445,222500000000,9130827228708,159252619942966,150121792714258
2016-12-14,2016,12,14,9763114345,169597850122110,169416600122110,32983.828704344975,25627247.182376843,1.28805829582969,295997,681567,2.0303246316685644,2.3026145535258804,145,191013114345,181250000000,6434276616474,169597850122110,163163573505636
2016-12-15,2016,12,15,9614170210,201364200974370,201211700974370,35619.91111852099,27647347.037045162,1.1832892022047938,269910,609336,2.0092438220147457,2.257552517505835,122,162114170210,152500000000,6540378447249,201364200974370,194823822527121
2016-12-16,2016,12,16,10151211116,191217520091648,191047520091648,34808.647685929725,27228376.199430972,1.3371747385167454,291629,698944,2.0861436962716327,2.3966889438293175,136,180151211116,170000000000,12233447041548,191217520091648,178984073050100
2016-12-17,2016,12,17,8047379291,132476750222425,132298000222425,33968.803068740635,26821865.616453208,1.469344297075623,236905,614693,2.259707477680927,2.59468141238049,143,186797379291,178750000000,13086507973175,132476750222425,119390242249250
2016-12-18,2016,12,18,7946680942,137959405226649,137785655226649,34788.102061454,27504621.38898015,1.201124505310182,228431,527051,2.3975992750546116,2.307265651334539,139,181696680942,173750000000,17940999644891,137959405226649,120018405581758
2016-12-19,2016,12,19,10380803962,182324923030107,182133673030107,36504.82460051764,28848998.1062376,1.356110981170973,284368,697600,2.285696702863895,2.4531592865582623,153,201630803962,191250000000,33186429255056,182324923030107,149138493775051
2016-12-20,2016,12,20,10261207489,193921051797078,193748551797078,34494.58434547001,27587993.54488816,1.2730735605458767,297473,688390,2.111704255512265,2.314125987904785,138,182761207489,172500000000,32349609466901,193921051797078,161571442330177
2016-12-21,2016,12,21,11497746053,286208138581482,286010638581482,35382.68817432621,29313980.53656823,1.1938261689029699,324954,734475,2.1618075173716895,2.2602429882383355,158,208997746053,197500000000,12945441685477,286208138581482,273262696896005
2016-12-22,2016,12,22,10530466391,245540571452291,245346821452291,33791.56817700478,29010108.843945995,1.1886768743034901,311630,711988,2.185226069377146,2.2847222667907454,155,204280466391,193750000000,43506868467162,245540571452291,202033702985129
2016-12-23,2016,12,23,9998752263,259565719801410,259373219801410,32972.41270453691,30188302.34416911,1.4898470158634345,303246,695909,2.1032264234318014,2.294866214228712,154,202498752263,192500000000,36660829362575,259565719801410,222904890438835
2016-12-24,2016,12,24,8530289934,159608231861695,159438231861695,34327.81317129117,30591411.814670943,1.5071814372432095,248495,591816,2.223996458681261,2.3816012394615584,136,178530289934,170000000000,24519399928220,159608231861695,135088831933475
2016-12-25,2016,12,25,6298221843,108953517216273,108748517216273,31733.393675714076,28433225.20953182,1.355840386686509,198473,484649,2.659389438361893,2.441888821149476,164,211298221843,205000000000,9470741744434,108953517216273,99482775471839
2016-12-26,2016,12,26,8901321543,152152963454010,151964213454010,35672.77907000044,32219697.793831352,1.317229899618709,249527,608502,2.419870394786937,2.4386218725829267,151,197651321543,188750000000,12955103327778,152152963454010,139197860126232
2016-12-27,2016,12,27,9719800036,215144678833937,214958428833937,33761.02825981243,31261051.171254694,1.2416005437277233,287900,670780,2.1570718999652656,2.32990621743661,149,195969800036,186250000000,17349796930647,215144678833937,197794881903290
2016-12-28,2016,12,28,10215163460,212988660682664,212786160682664,34059.74099673579,33377217.67292643,1.264204456559667,299919,681458,2.226521160713393,2.2721401445056832,162,212715163460,202500000000,29201735720937,212988660682664,183786924961727
2016-12-29,2016,12,29,10685167199,176468166787946,176278166787946,35199.175126744696,34265080.02290047,1.2350027232399152,303563,703865,2.2072749313980955,2.3186784950735104,152,200685167199,190000000000,16423616388708,176468166787946,160044550399238
2016-12-30,2016,12,30,10201828877,220784733353928,220585983353928,35222.07986037985,33854853.11639055,1.325919529922209,289643,703029,2.2722213207293116,2.4272259298515757,159,208951828877,198750000000,36339301908037,220784733353928,184445431445891
2016-12-31,2016,12,31,8429664815,141747919827554,141562919827554,32706.840444023685,31691966.2431248,1.3888483500779751,257734,649880,2.169694336020859,2.5215144296057175,148,193429664815,185000000000,22216891832241,141747919827554,119531027995313
2017-01-01,2017,1,1,6506910053,108138999897001,107938999897001,35190.55759984857,35094043.565698914,2.052017448180796,184905,574576,2.8506097725859223,3.1074119142262244,160,206506910053,200000000000,6430160736007,108138999897001,101708839160994
2017-01-02,2017,1,2,11146437091,157064814718531,156877314718531,39400.347438335535,40073221.976039514,1.598921387220887,282902,763179,2.461647496306141,2.697679761896346,150,198646437091,187500000000,16136538310734,157064814718531,140928276407797
2017-01-03,2017,1,3,11533945455,189374592118308,189164592118308,38616.00913008105,39875238.898776464,1.364294048704973,298683,790804,2.260352949448077,2.6476364573812368,168,221533945455,210000000000,16336541175102,189374592118308,173038050943206
2017-01-04,2017,1,4,19210829666,247426920243613,247240670243613,59693.96022024597,67722586.10306785,1.4060010215109375,321822,774838,2.129030954999969,2.4076601351057416,149,205460829666,186250000000,26096445547938,247426920243613,221330474695675
2017-01-05,2017,1,5,11798364980,302194804170896,302011054170896,39370.6660571154,39390276.86984767,1.305555942184054,299674,703402,2.290679204735813,2.3472239833952897,147,195548364980,183750000000,23907363445055,302194804170896,278287440725841
2017-01-06,2017,1,6,12697199423,309428867193306,309231367193306,37066.487490950276,33080502.811359618,1.2267585013208764,342552,785131,2.0754542376048017,2.2920053013848993,158,210197199423,197500000000,40136585953571,309428867193306,269292281239735
2017-01-07,2017,1,7,10793898369,217478876162378,217303876162378,37699.77635935623,34059987.52540198,1.473155032117632,286312,730802,2.1854026376819693,2.5524672385369804,140,185793898369,175000000000,41797381625339,217478876162378,175681494537039
2017-01-08,2017,1,8,9113442420,166790383196978,166586633196978,35206.882721534144,32125751.83103156,1.379547830641339,258854,636360,2.4192672317213564,2.458374218671529,163,212863442420,203750000000,35855616998069,166790383196978,130934766198909
2017-01-09,2017,1,9,10201097027,212588681998684,212411181998684,37282.939871278046,33685459.40700911,1.258501109244689,273613,667437,2.154546750337155,2.439346814661584,142,187701097027,177500000000,29053878490482,212588681998684,183534803508202
2017-01-10,2017,1,10,11830753346,234929001406247,234737751406247,37265.50166943856,33781138.801969916,1.31867345565141,317472,736868,2.118492339481907,2.321048785404697,153,203080753346,191250000000,42889960293022,234929001406247,192039041113225
2017-01-11,2017,1,11,11298763697,395510547354712,395311797354712,36968.40228967422,29142732.6936182,1.2569354374875734,305633,708895,2.1881963007921263,2.319432129383934,159,210048763697,198750000000,24116346207554,395510547354712,371394201147158
2017-01-12,2017,1,12,10589463087,351527163896197,351315913896197,35919.619711000305,28991079.228893608,1.2271743185610233,294810,670544,2.125131440588854,2.274495437739561,169,221839463087,211250000000,38411443558766,351527163896197,313115720337431
2017-01-13,2017,1,13,9522829950,237849656302031,237662156302031,35554.837679914875,29394853.593738426,1.21129940524195,267835,628584,2.1415610357122854,2.346907611029178,150,197022829950,187500000000,25568801356615,237849656302031,212280854945416
2017-01-14,2017,1,14,8869887967,150026557777633,149814057777633,35701.18482338356,29276583.859784022,1.4028471781416756,248448,593214,2.4270068585780527,2.3876787094281298,170,221369887967,212500000000,15781160075015,150026557777633,134245397702618
2017-01-15,2017,1,15,8251517527,171383845191498,171175095191498,35080.1488272631,28925233.375643905,1.580310740756244,235219,578357,2.3392583082148977,2.458802222609568,167,217001517527,208750000000,33961432211810,171383845191498,137422412979688
2017-01-16,2017,1,16,10016379190,206680412086754,206470412086754,38903.99896684585,32322921.038743954,1.4444634852213827,257464,607950,2.254501600223721,2.3613009974209986,168,220016379190,210000000000,42015577825125,206680412086754,164664834261629
2017-01-17,2017,1,17,11081034320,227673691696190,227472441696190,37025.39517912872,33546002.633991547,1.4149471948963226,299282,730978,2.2487486718212253,2.4424389037763716,161,212331034320,201250000000,22237828562055,227673691696190,205435863134135
2017-01-18,2017,1,18,10815304175,199058184015178,198869434015178,36432.093615888865,32106140.3363665,1.454872939203603,296862,705948,2.0870067573485325,2.378034238130849,151,199565304175,188750000000,23859434081662,199058184015178,175198749933516
2017-01-19,2017,1,19,11274949071,262463903659086,262245153659086,37032.73370470244,33413297.230560254,1.3562960020730437,304459,709235,2.2525364663222307,2.329492641045264,175,230024949071,218750000000,20652201222296,262463903659086,241811702436790
2017-01-20,2017,1,20,10627069984,254837478916178,254604978916178,35558.808615434034,31831338.562171392,1.3397806963733718,298859,698389,2.140039282738683,2.3368511572346824,186,243127069984,232500000000,22240418160054,254837478916178,232597060756124
2017-01-21,2017,1,21,9377536602,158173637469851,157948637469851,35600.53377624236,32911563.756138965,1.4211165610030274,263410,648649,2.1892221252040547,2.462507118180783,180,234377536602,225000000000,25099798364099,158173637469851,133073839105752
2017-01-22,2017,1,22,8890677820,115310699503540,115089449503540,37128.33908242782,34249671.471037544,1.5598627634743802,239458,589571,2.3317742568634166,2.4621060895856477,177,230140677820,221250000000,13931918416985,115310699503540,101378781086555
2017-01-23,2017,1,23,10794182123,151729226677292,151552976677292,44952.90778437628,41316924.30985902,1.5813886806632727,240122,583167,2.5556050674240596,2.428627947460041,141,187044182123,176250000000,15284689703375,151729226677292,136444536973917
2017-01-24,2017,1,24,14033871873,192598059488686,192416809488686,53896.00086409512,47845806.51344844,1.8114341254745743,260388,619664,2.671313578198688,2.379771725271518,145,195283871873,181250000000,24210546501715,192598059488686,168387512986971
2017-01-25,2017,1,25,13774909263,192873035089859,192683035089859,43548.212418672585,39005701.29354539,1.5210283175127348,316314,734340,2.2403655860948297,2.3215538989738045,152,203774909263,190000000000,11427280272621,192873035089859,181445754817238
2017-01-26,2017,1,26,11945079759,205101359701504,204913859701504,38959.435357775365,35712847.50142589,1.9728955336566074,306603,713076,2.3186922502389082,2.325730667997378,150,199445079759,187500000000,15742189166389,205101359701504,189359170535115
2017-01-27,2017,1,27,11666581844,190070620890617,189853120890617,42303.17763475171,38938148.77770034,1.5301311418677228,275785,655902,2.561589644106822,2.3783091901299924,174,229166581844,217500000000,17150349566196,190070620890617,172920271324421
2017-01-28,2017,1,28,12179796423,123598377743943,123409627743943,51297.608695469055,47336148.98104221,2.068835590674061,237434,600778,2.737649199356453,2.5302947345367555,151,200929796423,188750000000,14701786085936,123598377743943,108896591658007
2017-01-29,2017,1,29,12018190713,135625126805877,135417626805877,49356.01935523614,45191951.52886987,2.1823489969056804,243500,619160,2.841786447638604,2.542751540041068,166,219518190713,207500000000,28161627866669,135625126805877,107463498939208
2017-01-30,2017,1,30,13050292297,144764684373752,144587184373752,53561.854540753295,49293683.18850189,1.8772219791095899,243649,605489,2.6524016105134844,2.4850871540617856,142,190550292297,177500000000,18381567021506,144764684373752,126383117352246
2017-01-31,2017,1,31,14858302500,178858340485054,178675840485054,48727.0889288982,47192141.19483357,1.5876900570800918,304929,717236,2.1339065815320946,2.352140990197718,146,197358302500,182500000000,9963495281104,178858340485054,168894845203950
2017-02-01,2017,2,1,15577256889,209484435679845,209244435679845,44332.159535654115,43779452.4914186,1.7592619434111612,351376,895013,2.368007490551432,2.547165998816083,192,255577256889,240000000000,37730123876336,209484435679845,171754311803509
2017-02-02,2017,2,2,14128505323,183533345643660,183334595643660,53349.53997862772,53760563.23155367,1.8809596917890983,264829,681689,2.5830252729119545,2.5740723259159686,159,212878505323,198750000000,33682931533138,183533345643660,149850414110522
2017-02-03,2017,2,3,16256551530,245438529770848,245253529770848,50775.700984495445,51552674.04757308,1.6725501892661032,320164,790635,2.0204020439524744,2.4694687722542197,148,201256551530,185000000000,16062386763085,245438529770848,229376143007763
2017-02-04,2017,2,4,13771813245,210822910842800,210642910842800,47860.84040841433,49477867.30566625,1.7950977474660095,287747,688823,2.2575700181061835,2.3938494580308394,144,193771813245,180000000000,16512068551455,210822910842800,194310842291345
2017-02-05,2017,2,5,13895239540,182772265602453,182571015602453,47123.59272623683,47810083.25005697,1.8700585432004897,294868,686544,2.527215567643827,2.328309616506369,161,215145239540,201250000000,12035951944277,182772265602453,170736313658176
2017-02-06,2017,2,6,15310784046,167193857311125,167037607311125,66642.80262378996,68196746.51157525,1.7764712468261477,229744,579489,2.4202416602827497,2.5223248485270564,125,171560784046,156250000000,13411076810174,167193857311125,153782780500951
2017-02-07,2017,2,7,17326342176,205751911675506,205561911675506,53241.37963924654,56096422.56983736,1.6944428061058667,325430,739530,2.0508312079402637,2.27247027010417,152,207326342176,190000000000,19281701479587,205751911675506,186470210195919
2017-02-08,2017,2,8,15437370105,194478863470283,194298863470283,50958.50698158051,53627085.614795215,1.6446554906494895,302940,697061,2.0942562883739355,2.300986994124249,144,195437370105,180000000000,12202331798545,194478863470283,182276531671738
2017-02-09,2017,2,9,17184925476,312773308738730,312564558738730,49882.08061861595,49021712.1634283,1.669700471852138,344511,780158,2.12988264525661,2.2645372716691194,167,225934925476,208750000000,10006744823683,312773308738730,302766563915047
2017-02-10,2017,2,10,14549683528,283157625474922,282971375474922,46974.77037716234,46817411.91462725,1.6049293666028945,309734,721375,2.1178914810773115,2.3290145737955794,149,200799683528,186250000000,22952124552922,283157625474922,260205500922000
2017-02-11,2017,2,11,11505205973,135167284516363,134998534516363,44894.860783548604,45405553.47798489,1.8773535928828182,256270,622420,2.294482381862879,2.4287665352948062,135,180255205973,168750000000,10150710795071,135167284516363,125016573721292
2017-02-12,2017,2,12,10428082510,99709539791756,99528289791756,42878.628741776316,43148611.816679075,1.7934317456668696,243200,583029,2.455152138157895,2.3973231907894736,145,191678082510,181250000000,12371908960688,99709539791756,87337630831068
2017-02-13,2017,2,13,13612897581,161553368723109,161349618723109,47790.37648764595,47788139.231314875,1.599893202903605,284846,676081,2.382350463057231,2.373496556033787,163,217362897581,203750000000,9879357253163,161553368723109,151674011469946
2017-02-14,2017,2,14,14158923536,191737013611043,191524513611043,44419.45549403146,44961969.81896479,1.719419894778633,318755,734060,2.1153926997223573,2.302897209455538,170,226658923536,212500000000,20876750493510,191737013611043,170860263117533
2017-02-15,2017,2,15,13605512379,177334370637478,177158120637478,45326.778201988905,45956995.7480126,1.5910500194110688,300165,688814,1.9967651125214465,2.294784535172322,141,189855512379,176250000000,16741930851887,177334370637478,160592439785591
2017-02-16,2017,2,16,16299028343,268505438264400,268325438264400,60926.39183238636,63168902.26212252,1.8507201852899613,267520,636975,2.4363225179425836,2.3810369318181817,144,196299028343,180000000000,14123055309104,268505438264400,254382382955296
2017-02-17,2017,2,17,16710200086,275006545697058,274815295697058,51739.33128566519,54774873.84395455,1.6884751950595673,322969,811712,2.0684183311711033,2.5132814604497646,153,207960200086,191250000000,11028342554365,275006545697058,263978203142693
2017-02-18,2017,2,18,15069399565,124679928687212,124492428687212,52381.414337159265,55559332.81859494,2.387663071182032,287686,686308,2.3523459605264074,2.3856148717699157,150,202569399565,187500000000,10655264414113,124679928687212,114024664273099
2017-02-19,2017,2,19,13309248225,144685471285143,144514221285143,51978.48970720905,55034116.861180104,2.0903279156966765,256053,626534,2.2908226031329453,2.4468918544207643,137,184559248225,171250000000,12439603506968,144685471285143,132245867778175
2017-02-20,2017,2,20,15842482820,155044784538812,154862284538812,56802.433875333896,61840155.150173195,1.8490337727256434,278905,681582,2.2994962442408706,2.443778347465983,146,198342482820,182500000000,10417161942558,155044784538812,144627622596254
2017-02-21,2017,2,21,16784202479,176601982357319,176424482357319,58424.13544531158,65952397.441952996,1.70353381470851,287282,678739,2.1284347783710778,2.362622788758084,142,194284202479,177500000000,24150320024879,176601982357319,152451662332440
2017-02-22,2017,2,22,18213388217,240450551033103,240279301033103,64706.02857406769,73098515.84920423,1.8683637410859129,281479,666328,2.1312104988293976,2.367238763815418,137,189463388217,171250000000,13928542822108,240450551033103,226522008210995
2017-02-23,2017,2,23,21293008902,350446977653698,350256977653698,65030.919380995576,77312777.23552936,2.030264300629846,327429,750838,1.9971749600676787,2.2931322515720964,152,211293008902,190000000000,17324665490015,350446977653698,333122312163683
2017-02-24,2017,2,24,22149715710,189223752940858,189027502940858,66243.92345513598,78531434.99634866,2.1099817387952946,334366,768430,2.081425743048037,2.2981702685081618,157,218399715710,196250000000,12371921165955,189223752940858,176851831774903
2017-02-25,2017,2,25,18912286241,124536173591323,124337423591323,60011.9509332301,69110046.7159504,2.375888824937225,315142,757235,2.221477936930019,2.4028374510538106,159,217662286241,198750000000,7712656609272,124536173591323,116823516982051
2017-02-26,2017,2,26,16891928680,113267138902040,113030888902040,59246.642301972555,70012398.21430591,2.52531870309644,285112,723980,2.9104071382474257,2.5392828081596006,189,253141928680,236250000000,12070422211021,113267138902040,101196716691019
2017-02-27,2017,2,27,18734462637,185605080734225,185428830734225,69163.01541307029,82591185.16200691,2.1330606370765275,270874,661017,2.2097026661842776,2.4403117316538316,141,194984462637,176250000000,14736202883419,185605080734225,170868877850806
2017-02-28,2017,2,28,22906819456,193813226483366,193620726483366,69579.90940902021,82688757.57391214,1.9968449892926041,329216,760452,2.0223774057153965,2.309887733281493,154,215406819456,192500000000,18720006812288,193813226483366,175093219671078
2017-03-01,2017,3,1,23274407448,249967141807130,249783391807130,72211.92046092701,88709426.46010059,2.0266266650431715,322307,753395,1.9586698396249538,2.337507407533811,147,207024407448,183750000000,14000137765751,249967141807130,235967004041379
2017-03-02,2017,3,2,24497913947,257278527053179,257089777053179,77153.68100692553,97439816.0689479,2.1059565398100673,317521,748806,2.0459150733337323,2.3582881132271565,151,213247913947,188750000000,26457088894403,257278527053179,230821438158776
2017-03-03,2017,3,3,26409309333,472274926857029,472081176857029,76381.127014059,98483011.09305361,2.161203754045738,345757,803858,1.994452751498885,2.3249218381695815,155,220159309333,193750000000,15120494994032,472274926857029,457154431862997
2017-03-04,2017,3,4,21716241036,198604992648983,198441242648983,82851.6311319675,105133804.64934564,2.54689084666494,262110,642726,2.206745259623822,2.452123154400824,131,185466241036,163750000000,6531673641155,198604992648983,192073319007828
2017-03-05,2017,3,5,22176015622,126432941165797,126245441165797,76487.74569636014,97619297.2610935,2.7835165863766975,289929,711616,2.361736839019208,2.4544491927333936,150,209676015622,187500000000,5697171563645,126432941165797,120735769602152
2017-03-06,2017,3,6,23694355596,190371264865403,190196264865403,84740.42722210499,108658805.45151356,2.6599449706336187,279611,704677,2.1271015804099265,2.52020485603213,140,198694355596,175000000000,7657581764841,190371264865403,182713683100562
2017-03-07,2017,3,7,26904540146,209926505453772,209735255453772,81983.04592104141,101206138.87148322,2.3853758844757453,328172,771329,2.082490279487586,2.350380288385359,153,218154540146,191250000000,7412429262065,209926505453772,202514076191707
2017-03-08,2017,3,8,24115295527,255997727862042,255813977862042,77630.00581694802,89440588.42542143,3.1514471350816433,310644,739592,2.1425779992531644,2.38083465317212,147,207865295527,183750000000,24299144284371,255997727862042,231698583577671
2017-03-09,2017,3,9,23478482847,556926875521373,556744375521373,78753.5567075666,93988870.79738215,2.69668848235857,298126,727749,2.2443295787687085,2.441078604348497,146,205978482847,182500000000,8827647531167,556926875521373,548099227990206
2017-03-10,2017,3,10,25140411116,279388905000977,279198905000977,83982.49262910344,92257300.32306173,2.5030610949586376,299353,726435,2.2988077620735385,2.4266835475174795,152,215140411116,190000000000,7585712666865,279388905000977,271803192334112
2017-03-11,2017,3,11,22027855047,171656456856484,171475206856484,77261.17045410702,90922712.89345421,2.632778584867104,285109,692979,2.3582840247063404,2.4305756745665694,145,203277855047,181250000000,17202422582261,171656456856484,154454034274223
2017-03-12,2017,3,12,19218223131,116900307981119,116699057981119,85534.07272848654,105356458.17150602,2.911751459969386,224685,605176,3.226801967198522,2.693441929812849,161,220468223131,201250000000,9703572413112,116900307981119,107196735568007
2017-03-13,2017,3,13,21392935300,201136602396953,200957852396953,80154.27412072822,99342906.38836412,2.6215361625100453,266897,674818,2.420933918328044,2.5283836086580216,143,200142935300,178750000000,23494390855561,201136602396953,177642211541392
2017-03-14,2017,3,14,26168668876,276908043590610,276710543590610,82632.33490375386,103004231.45716454,2.4679670037498496,316688,764352,2.256343783155661,2.4135805587834085,158,223668668876,197500000000,20778925905646,276908043590610,256129117684964
2017-03-15,2017,3,15,23899888682,227869913775897,227689913775897,81105.10008212354,102083044.68722326,2.3527169377109214,294678,718157,2.186831049484522,2.4370906548843143,144,203899888682,180000000000,18529965365946,227869913775897,209339948409951
2017-03-16,2017,3,16,25991750985,330557615164203,330370115164203,81267.9033261628,95735276.42074466,2.4600248913201024,319828,783437,2.0986811661267932,2.4495572620283403,150,213491750985,187500000000,50798187874355,330557615164203,279759427289848
2017-03-17,2017,3,17,24755720574,313496749523459,313301749523459,83471.7595961912,89488614.22685674,2.28500316059342,296576,736582,2.424080168321105,2.4836197129909365,156,219755720574,195000000000,45109017446546,313496749523459,268387732076913
2017-03-18,2017,3,18,21676182628,258829751782323,258633501782323,81978.81574209945,78910269.16772003,2.415412866251316,264412,676440,2.6557947445652994,2.558280259594875,157,217926182628,196250000000,28867907917957,258829751782323,229961843864366
2017-03-19,2017,3,19,21119275253,611948656241381,611748656241381,79251.8669220926,80854361.47678892,2.5230630193102934,266483,683328,2.5455957790928503,2.564246124518262,160,221119275253,200000000000,30535439975286,611948656241381,581413216266095
2017-03-20,2017,3,20,23948348935,352658822818110,352485072818110,87728.03144140316,91040321.01411107,2.463822723735765,272984,692034,2.2365559886293704,2.5350716525510655,139,197698348935,173750000000,18564271043142,352658822818110,334094551774968
2017-03-21,2017,3,21,25064562607,594748894931144,594568894931144,85533.19731162064,95097368.7964266,2.3900588567391723,293039,735000,2.224004313419033,2.5081985674261786,144,205064562607,180000000000,24257771636828,594748894931144,570491123294316
2017-03-22,2017,3,22,26477005559,550981653219326,550786653219326,84284.89976984564,87428946.4106681,2.2687320048480135,314137,772818,2.2703661141476488,2.460130452636907,156,221477005559,195000000000,15741983443243,550981653219326,535239669776083
2017-03-23,2017,3,23,23392402337,234584981647418,234402481647418,82116.34939919753,84429801.38619103,2.0945686335778055,284869,723433,2.249114505263823,2.539528695646069,146,205892402337,182500000000,24933276127360,234584981647418,209651705520058
2017-03-24,2017,3,24,23652176782,363476188672886,363251188672886,79676.93146393308,74502988.4483698,1.9754742493790531,296851,751793,2.4660553611070872,2.53256010591172,180,248652176782,225000000000,16078152177397,363476188672886,347398036495489
2017-03-25,2017,3,25,18454054603,366019672281627,365849672281627,74779.07376580856,72426773.93335122,1.914642319660252,246781,643116,2.3089986668341567,2.6060191019567958,136,188454054603,170000000000,22110010415172,366019672281627,343909661866455
2017-03-26,2017,3,26,14401401189,169100001305745,168915001305745,69876.47230443769,67288112.76553874,2.0198369339001774,206098,572820,2.307950586614135,2.779357393084843,148,199401401189,185000000000,27978355814770,169100001305745,141121645490975
2017-03-27,2017,3,27,18518287793,225635529030619,225464279030619,83224.14529169345,86796058.09877461,1.9040938956108813,222511,607758,2.379531798427943,2.731361595606509,137,189768287793,171250000000,32394330218607,225635529030619,193241198812012
2017-03-28,2017,3,28,24251132039,240035336279987,239832836279987,78902.1627586162,82465618.28690481,1.968955954653168,307357,768906,2.3904970441538667,2.5016706956405743,162,226751132039,202500000000,26474453287385,240035336279987,213560882992602
2017-03-29,2017,3,29,20393368832,178088313555868,177925813555868,77115.8696015519,80176490.07010461,1.8665266896685926,264451,679566,2.18721426653709,2.5697236917236084,130,182893368832,162500000000,14930842001925,178088313555868,163157471553943
2017-03-30,2017,3,30,21615182215,220283859628877,220070109628877,70509.50464350838,73187996.78131692,1.7748875017270058,306557,756423,2.525370485749795,2.467479131124065,171,235365182215,213750000000,21896673424974,220283859628877,198387186203903
2017-03-31,2017,3,31,20576001824,352465613196326,352303113196326,81637.19468977393,88310507.15377182,1.8607009713013587,252042,623280,2.2818220772728353,2.472921179803366,130,183076001824,162500000000,40564689914270,352465613196326,311900923282056
2017-04-01,2017,4,1,20332829357,277586561091024,277410311091024,74530.28029089523,81202587.43863828,1.8529491558386575,272813,705224,2.3002862766803633,2.5850087789071634,141,196582829357,176250000000,39650928266676,277586561091024,237935632824348
2017-04-02,2017,4,2,17525017640,405588770154919,405397520154919,75462.75584109132,83428829.91427834,2.084098450823142,232234,640797,2.5285530973070265,2.759272974672098,153,208775017640,191250000000,21251640695231,405588770154919,384337129459688
2017-04-03,2017,4,3,21740849714,406528083012160,406310583012160,77431.2965281933,88632879.30448616,1.9165250732975616,280776,746257,2.4764545402740974,2.657837564464199,174,239240849714,217500000000,122660468235133,406528083012160,283867614777027
2017-04-04,2017,4,4,20710171850,269623215488097,269460715488097,77635.68081541154,88653882.11740313,1.7470057994534602,266761,674306,2.1927005821690577,2.527753307267554,130,183210171850,162500000000,38086291700133,269623215488097,231536923787964
2017-04-05,2017,4,5,22698431470,219217375340561,219023625340561,74591.30169172933,84721669.22940351,1.7982678343941454,304304,751513,2.24722974394027,2.4696126242178873,155,216448431470,193750000000,21994886742285,219217375340561,197222488598276
2017-04-06,2017,4,6,22494842437,208644537497844,208459537497844,77181.45037295765,92200685.54772516,1.8310391456372492,291454,765615,2.2908829523698424,2.626881085866037,148,207494842437,185000000000,21133450899097,208644537497844,187511086598747
2017-04-07,2017,4,7,22255141925,393761151159535,393569901159535,74757.44521293392,89090797.98692654,1.8112163214629367,297698,746847,2.3421252410160633,2.508740401346331,153,213505141925,191250000000,25453102673399,393761151159535,368308048486136
2017-04-08,2017,4,8,18464550377,1181090445958501,1180900445958501,76023.65942300486,90043769.46590932,1.9374319923274197,242879,649409,2.6487839623845617,2.6737964171459865,152,208464550377,190000000000,36501809507338,1181090445958501,1144588636451163
2017-04-09,2017,4,9,16130310827,155306877410602,155118127410602,70561.59837532097,85635965.56904022,2.9531152301006074,228599,622226,2.855060608314122,2.721910419555641,151,204880310827,188750000000,14769303137706,155306877410602,140537574272896
2017-04-10,2017,4,10,18845122048,204755787219401,204574537219401,72927.21662474363,88362255.13884582,1.837884964200852,258410,720843,2.3060949653651175,2.7895321388491157,145,200095122048,181250000000,38417316963535,204755787219401,166338470255866
2017-04-11,2017,4,11,23031185736,203451433920323,203237683920323,73288.67420836078,90129305.66290706,1.784979987341171,314253,819627,2.3737975452899414,2.6081755782761022,171,236781185736,213750000000,18680663354775,203451433920323,184770770565548
2017-04-12,2017,4,12,21395681903,204910162119792,204731412119792,76620.57248909547,93179379.904772,1.7666543811005453,279242,760362,2.2620952435521877,2.7229499860336195,143,200145681903,178750000000,17791586902484,204910162119792,187118575217308
2017-04-13,2017,4,13,21172355263,215613627028290,215452377028290,88746.93072473488,104060954.23639481,2.0037628949997477,238570,638895,2.4829735507398247,2.678019030054072,129,182422355263,161250000000,42098194633437,215613627028290,173515432394853
